Voyage ID,Ship ID,Ship Name,Encounter Hex,True Encounter Type,Logged Encounter Type,Damage Taken
3193,335,Red Heart,Hex I6,Atlantean Merfolk,Merfolk,0%
3193,335,Red Heart,Hex H5,Atlantean Merfolk,Merfolk,14%
3193,335,Red Heart,Hex H5,Storm,Storm,0%
3193,335,Red Heart,Hex I4,Iceberg,None,0%
3193,335,Red Heart,Hex I4,Atlantean Merfolk,Sharks,4%
3194,1,Purple Pearl,Hex I4,Atlantean Merfolk,Sharks,0%
3194,1,Purple Pearl,Hex I5,Pirates,Pirates,7%
3194,1,Purple Pearl,Hex I5,Atlantean Merfolk,Merfolk,4%
3194,1,Purple Pearl,Hex J6,Iceberg,None,0%
3194,1,Purple Pearl,Hex I7,Pirates,Pirates,17%
3194,1,Purple Pearl,Hex I8,Sharks,Sharks,0%
3194,1,Purple Pearl,Hex I10,Sharks,Sharks,10%
3195,377,Gray Heart,Hex K3,Reef,Reef,10%
3195,377,Gray Heart,Hex L4,Iceberg,None,0%
3195,377,Gray Heart,Hex N6,Harpies,Harpies,0%
3196,347,White Hind,Hex P11,Pirates,Pirates,0%
3196,347,White Hind,Hex P12,Pirates,Pirates,97%
3196,347,White Hind,Hex P12,Reef,Reef,44%
3197,239,Bloody Swan,Hex N15,Storm,Storm,7%
3198,185,Orange Diamond,Hex Q13,Storm,Storm,7%
3199,293,Rusty Duck,Hex O15,Pirates,Pirates,0%
3199,293,Rusty Duck,Hex M14,Storm,Storm,15%
3200,334,Orange Hind,Hex G9,Sharks,Sharks,7%
3200,334,Orange Hind,Hex G8,Kraken,Kraken,54%
3200,334,Orange Hind,Hex H6,Kraken,Kraken,54%
3200,334,Orange Hind,Hex H6,Iceberg,None,0%
3200,334,Orange Hind,Hex H6,Storm,Storm,10%
3201,376,Rusty Falcon,Hex E13,Storm,Storm,25%
3201,376,Rusty Falcon,Hex E14,Storm,Storm,35%
3202,322,Saucy Swan,Hex H10,Harpies,Harpies,5%
3202,322,Saucy Swan,Hex G12,Storm,Storm,5%
3203,191,Black Bottom,Hex O5,Iceberg,None,0%
3203,191,Black Bottom,Hex O4,Kraken,Kraken,0%
3203,191,Black Bottom,Hex O4,Iceberg,None,0%
3203,191,Black Bottom,Hex N4,Iceberg,None,0%
3203,191,Black Bottom,Hex M4,Iceberg,None,0%
3203,191,Black Bottom,Hex J4,Iceberg,None,0%
3204,373,Orange Goose,Hex J4,Iceberg,None,0%
3204,373,Orange Goose,Hex L6,Dragon,Dragon,100%
3204,373,Orange Goose,Hex L6,Storm,Storm,5%
3205,249,Rusty Diamond,Hex J5,Iceberg,None,0%
3205,249,Rusty Diamond,Hex K6,Iceberg,None,0%
3205,249,Rusty Diamond,Hex M6,Sharks,Sharks,0%
3205,249,Rusty Diamond,Hex M6,Maelstrom,Storm,4%
3205,249,Rusty Diamond,Hex N6,Iceberg,None,0%
3205,249,Rusty Diamond,Hex P6,Iceberg,None,0%
3206,358,Scurvy Hind,Hex K2,Iceberg,None,0%
3206,358,Scurvy Hind,Hex K1,Iceberg,None,0%
3206,358,Scurvy Hind,Hex K1,Reef,Reef,7%
3206,358,Scurvy Hind,Hex K2,Pirates,Pirates,0%
3206,358,Scurvy Hind,Hex J2,Iceberg,None,0%
3207,304,Orange Tortoise,Hex N13,Dragon,Dragon,30%
3209,361,Purple Tortoise,Hex O15,Sharks,Sharks,0%
3209,361,Purple Tortoise,Hex O15,Storm,Storm,10%
3209,361,Purple Tortoise,Hex L11,Sharks,Sharks,0%
3209,361,Purple Tortoise,Hex L10,Sharks,Sharks,5%
3209,361,Purple Tortoise,Hex K6,Iceberg,None,0%
3209,361,Purple Tortoise,Hex J5,Iceberg,None,0%
3210,267,White Pearl,Hex O15,Pirates,Pirates,0%
3210,267,White Pearl,Hex O15,Dragon,Dragon,7%
3210,267,White Pearl,Hex K13,Pirates,Pirates,14%
3210,267,White Pearl,Hex K13,Kraken,Kraken,10%
3210,267,White Pearl,Hex J13,Pirates,Pirates,0%
3210,267,White Pearl,Hex I13,Harpies,Harpies,4%
3211,364,Rusty Swan,Hex I13,Storm,Storm,7%
3211,364,Rusty Swan,Hex J13,Sharks,Sharks,4%
3211,364,Rusty Swan,Hex J13,Pirates,Pirates,24%
3211,364,Rusty Swan,Hex H13,Pirates,Pirates,14%
3212,330,Orange Falcon,Hex P6,Iceberg,None,0%
3212,330,Orange Falcon,Hex N5,Kraken,Kraken,5%
3212,330,Orange Falcon,Hex N5,Iceberg,None,0%
3212,330,Orange Falcon,Hex N5,Kraken,Kraken,60%
3212,330,Orange Falcon,Hex N5,Iceberg,None,0%
3212,330,Orange Falcon,Hex O5,Iceberg,None,0%
3212,330,Orange Falcon,Hex P6,Iceberg,None,0%
3213,341,Saucy Hind,Hex P6,Iceberg,None,0%
3213,341,Saucy Hind,Hex O5,Sharks,Sharks,7%
3213,341,Saucy Hind,Hex O5,Dragon,Dragon,0%
3213,341,Saucy Hind,Hex O4,Harpies,Harpies,7%
3213,341,Saucy Hind,Hex O4,Kraken,Kraken,0%
3213,341,Saucy Hind,Hex O4,Sharks,Sharks,0%
3213,341,Saucy Hind,Hex N4,Harpies,Harpies,0%
3213,341,Saucy Hind,Hex N4,Iceberg,None,0%
3213,341,Saucy Hind,Hex L4,Sharks,Sharks,0%
3213,341,Saucy Hind,Hex K3,Pirates,Pirates,34%
3213,341,Saucy Hind,Hex J3,Iceberg,None,0%
3214,380,Green Duck,Hex P8,Sharks,Sharks,15%
3214,380,Green Duck,Hex Q10,Harpies,Harpies,0%
3214,380,Green Duck,Hex Q12,Storm,Storm,0%
3215,240,Orange Swan,Hex H1,Pirates,Pirates,24%
3215,240,Orange Swan,Hex G1,Iceberg,None,0%
3215,240,Orange Swan,Hex G0,Iceberg,None,0%
3215,240,Orange Swan,Hex G0,Sharks,Sharks,0%
3215,240,Orange Swan,Hex H0,Iceberg,None,0%
3215,240,Orange Swan,Hex H0,Sharks,Sharks,4%
3215,240,Orange Swan,Hex H0,Dragon,Dragon,24%
3215,240,Orange Swan,Hex H0,Storm,Storm,17%
3215,240,Orange Swan,Hex H1,Iceberg,None,0%
3215,240,Orange Swan,Hex I2,Iceberg,None,0%
3216,366,Green Heart,Hex G1,Iceberg,Iceberg,5%
3216,366,Green Heart,Hex H1,Pirates,Pirates,45%
3216,366,Green Heart,Hex H1,Iceberg,Iceberg,30%
3217,280,Mopey Hind,Hex J4,Iceberg,None,0%
3217,280,Mopey Hind,Hex J5,Iceberg,None,0%
3217,280,Mopey Hind,Hex K6,Iceberg,None,0%
3217,280,Mopey Hind,Hex K6,Storm,Storm,10%
3217,280,Mopey Hind,Hex J5,Iceberg,None,0%
3217,280,Mopey Hind,Hex J4,Sharks,Sharks,10%
3219,279,Black Duck,Hex O15,Harpies,Harpies,10%
3219,279,Black Duck,Hex M14,Storm,Storm,5%
3219,279,Black Duck,Hex J13,Sharks,Sharks,0%
3219,279,Black Duck,Hex H13,Storm,Storm,0%
3220,314,Red Diamond,Hex I14,Reef,Reef,4%
3220,314,Red Diamond,Hex J14,Pirates,Pirates,0%
3220,314,Red Diamond,Hex J14,Harpies,Harpies,0%
3220,314,Red Diamond,Hex L15,Pirates,Pirates,0%
3220,314,Red Diamond,Hex L15,Sharks,Sharks,7%
3220,314,Red Diamond,Hex O15,Sharks,Sharks,4%
3220,314,Red Diamond,Hex O15,Dragon,Dragon,7%
3221,375,Rusty Goose,Hex H13,Sharks,Sharks,4%
3221,375,Rusty Goose,Hex J12,Harpies,Harpies,14%
3221,375,Rusty Goose,Hex J12,Kraken,Kraken,54%
3221,375,Rusty Goose,Hex J11,Kraken,Kraken,67%
3222,216,White Goose,Hex H13,Harpies,Harpies,4%
3222,216,White Goose,Hex K14,Harpies,Harpies,4%
3222,216,White Goose,Hex L14,Harpies,Harpies,0%
3222,216,White Goose,Hex L15,Pirates,Pirates,10%
3224,360,Mopey Falcon,Hex O6,Pirates,Pirates,0%
3224,360,Mopey Falcon,Hex P6,Harpies,Harpies,0%
3225,274,Orange Bottom,Hex P7,Harpies,Harpies,5%
3225,274,Orange Bottom,Hex Q14,Sharks,Sharks,0%
3226,48,Scurvy Heart,Hex G2,Iceberg,None,0%
3226,48,Scurvy Heart,Hex I2,Iceberg,None,0%
3226,48,Scurvy Heart,Hex I2,Storm,Storm,10%
3227,268,Silver Pearl,Hex J4,Storm,Storm,0%
3227,268,Silver Pearl,Hex M4,Reef,Reef,35%
3227,268,Silver Pearl,Hex N5,Kraken,Kraken,0%
3228,355,Purple Heart,Hex I8,Dragon,Dragon,30%
3229,266,Saucy Bottom,Hex Q14,Pirates,Pirates,0%
3229,266,Saucy Bottom,Hex P13,Pirates,Pirates,0%
3229,266,Saucy Bottom,Hex Q11,Kraken,Kraken,60%
3229,266,Saucy Bottom,Hex Q9,Storm,Storm,25%
3230,317,Black Falcon,Hex O15,Sharks,Sharks,5%
3230,317,Black Falcon,Hex O15,Dragon,Dragon,5%
3230,317,Black Falcon,Hex O15,Storm,Storm,10%
3230,317,Black Falcon,Hex O14,Sharks,Sharks,5%
3230,317,Black Falcon,Hex N12,Storm,Storm,5%
3230,317,Black Falcon,Hex N13,Reef,Reef,15%
3231,382,Red Falcon,Hex F11,Pirates,Pirates,25%
3231,382,Red Falcon,Hex G8,Harpies,Harpies,0%
3231,382,Red Falcon,Hex G8,Atlantean Merfolk,Merfolk,25%
3231,382,Red Falcon,Hex H6,Atlantean Merfolk,Sharks,5%
3231,382,Red Falcon,Hex I4,Pirates,Pirates,45%
3231,382,Red Falcon,Hex I4,Storm,Storm,20%
3232,250,Black Goose,Hex H10,Kraken,Kraken,10%
3232,250,Black Goose,Hex G9,Kraken,Kraken,10%
3232,250,Black Goose,Hex G8,Storm,Storm,7%
3232,250,Black Goose,Hex G7,Harpies,Harpies,0%
3232,250,Black Goose,Hex G7,Atlantean Merfolk,Merfolk,0%
3232,250,Black Goose,Hex G7,Sharks,Sharks,0%
3232,250,Black Goose,Hex H6,Atlantean Merfolk,Sharks,7%
3232,250,Black Goose,Hex H5,Pirates,Pirates,0%
3232,250,Black Goose,Hex I4,Pirates,Pirates,0%
3233,381,Silver Bottom,Hex P6,Storm,Storm,70%
3233,381,Silver Bottom,Hex M4,Reef,Reef,15%
3233,381,Silver Bottom,Hex L4,Reef,Reef,15%
3236,353,Green Diamond,Hex L11,Storm,Storm,10%
3236,353,Green Diamond,Hex L9,Harpies,Harpies,0%
3236,353,Green Diamond,Hex L8,Storm,Storm,0%
3236,353,Green Diamond,Hex K7,Pirates,Pirates,20%
3237,79,Scurvy Pearl,Hex O15,Pirates,Pirates,0%
3237,79,Scurvy Pearl,Hex P12,Storm,Storm,30%
3237,79,Scurvy Pearl,Hex P13,Storm,Storm,0%
3238,344,Red Swan,Hex L15,Harpies,Harpies,10%
3238,344,Red Swan,Hex M15,Storm,Storm,0%
3238,344,Red Swan,Hex O15,Sharks,Sharks,5%
3239,287,Golden Goose,Hex Q14,Storm,Storm,5%
3239,287,Golden Goose,Hex P11,Pirates,Pirates,45%
3239,287,Golden Goose,Hex P11,Storm,Storm,15%
3239,287,Golden Goose,Hex P10,Storm,Storm,0%
3240,302,Mopey Bottom,Hex H10,Harpies,Harpies,4%
3240,302,Mopey Bottom,Hex H10,Kraken,Kraken,10%
3240,302,Mopey Bottom,Hex G9,Atlantean Merfolk,Sharks,4%
3240,302,Mopey Bottom,Hex H8,Atlantean Merfolk,Merfolk,0%
3240,302,Mopey Bottom,Hex G7,Atlantean Merfolk,Merfolk,24%
3240,302,Mopey Bottom,Hex H6,Sharks,Sharks,4%
3240,302,Mopey Bottom,Hex H5,Sharks,Sharks,10%
3241,41,Scurvy Tortoise,Hex I11,Kraken,Kraken,4%
3241,41,Scurvy Tortoise,Hex I12,Pirates,Pirates,0%
3241,41,Scurvy Tortoise,Hex I12,Harpies,Harpies,0%
3242,372,Golden Heart,Hex H10,Kraken,Kraken,67%
3242,372,Golden Heart,Hex G9,Atlantean Merfolk,Sharks,7%
3242,372,Golden Heart,Hex G8,Kraken,Kraken,54%
3242,372,Golden Heart,Hex G8,Atlantean Merfolk,Merfolk,0%
3243,123,White Tortoise,Hex Q2,Iceberg,None,0%
3243,123,White Tortoise,Hex P5,Sharks,Sharks,10%
3244,354,Rusty Pearl,Hex Q8,Reef,Reef,4%
3244,354,Rusty Pearl,Hex Q9,Reef,Reef,14%
3244,354,Rusty Pearl,Hex P7,Storm,Storm,0%
3245,337,Rusty Bottom,Hex J2,Sharks,Sharks,0%
3245,337,Rusty Bottom,Hex J1,Harpies,Harpies,10%
3245,337,Rusty Bottom,Hex K0,Sharks,Sharks,0%
3245,337,Rusty Bottom,Hex J1,Iceberg,None,0%
3246,82,Green Tortoise,Hex L7,Kraken,Kraken,14%
3246,82,Green Tortoise,Hex M7,Harpies,Harpies,14%
3246,82,Green Tortoise,Hex O10,Harpies,Harpies,10%
3246,82,Green Tortoise,Hex O11,Harpies,Harpies,0%
3246,82,Green Tortoise,Hex P13,Storm,Storm,7%
3247,379,Saucy Pearl,Hex J3,Sharks,Sharks,5%
3247,379,Saucy Pearl,Hex L4,Dragon,Dragon,0%
3247,379,Saucy Pearl,Hex N6,Storm,Storm,10%
3248,359,Bloody Heart,Hex Q13,Storm,Storm,35%
3248,359,Bloody Heart,Hex Q9,Reef,Reef,245%
3249,185,Orange Diamond,Hex N15,Sharks,Sharks,4%
3249,185,Orange Diamond,Hex H13,Pirates,Pirates,40%
3250,305,White Swan,Hex L15,Harpies,Harpies,10%
3250,305,White Swan,Hex K15,Harpies,Harpies,0%
3250,305,White Swan,Hex L15,Pirates,Pirates,25%
3250,305,White Swan,Hex M15,Sharks,Sharks,5%
3251,239,Bloody Swan,Hex Q7,Storm,Storm,7%
3252,308,Gray Tortoise,Hex G9,Kraken,Kraken,50%
3253,290,Red Goose,Hex N6,Storm,Storm,25%
3253,290,Red Goose,Hex M6,Pirates,Pirates,0%
3253,290,Red Goose,Hex L5,Sharks,Sharks,5%
3254,377,Gray Heart,Hex P6,Pirates,Pirates,25%
3254,377,Gray Heart,Hex J3,Harpies,Harpies,0%
3255,369,Rusty Heart,Hex P6,Sharks,Sharks,0%
3255,369,Rusty Heart,Hex L7,Kraken,Kraken,20%
3255,369,Rusty Heart,Hex K7,Storm,Storm,5%
3255,369,Rusty Heart,Hex K8,Sharks,Sharks,0%
3255,369,Rusty Heart,Hex J9,Storm,Storm,5%
3256,383,Purple Goose,Hex P6,Storm,Storm,0%
3256,383,Purple Goose,Hex K3,Storm,Storm,25%
3257,368,Golden Diamond,Hex L4,Storm,Storm,0%
3259,327,Red Tortoise,Hex H4,Sharks,Sharks,4%
3259,327,Red Tortoise,Hex F5,Sharks,Sharks,0%
3259,327,Red Tortoise,Hex F6,Sharks,Sharks,4%
3259,327,Red Tortoise,Hex G6,Sharks,Sharks,7%
3259,327,Red Tortoise,Hex H6,Sharks,Sharks,7%
3259,327,Red Tortoise,Hex H6,Storm,Storm,4%
3259,327,Red Tortoise,Hex I4,Pirates,Pirates,0%
3260,191,Black Bottom,Hex I4,Harpies,Harpies,0%
3261,380,Green Duck,Hex O14,Pirates,Pirates,0%
3262,367,Orange Duck,Hex K13,Harpies,Harpies,0%
3262,367,Orange Duck,Hex K13,Sharks,Sharks,5%
3263,293,Rusty Duck,Hex Q8,Reef,Reef,45%
3264,264,Scurvy Goose,Hex I13,Storm,Storm,17%
3264,264,Scurvy Goose,Hex J15,Harpies,Harpies,14%
3265,282,Bloody Tortoise,Hex P5,Sharks,Sharks,4%
3265,282,Bloody Tortoise,Hex N5,Pirates,Pirates,0%
3265,282,Bloody Tortoise,Hex N5,Harpies,Harpies,0%
3265,282,Bloody Tortoise,Hex N4,Sharks,Sharks,4%
3265,282,Bloody Tortoise,Hex M4,Reef,Reef,4%
3266,374,Bloody Goose,Hex R5,Sharks,Sharks,0%
3266,374,Bloody Goose,Hex R5,Pirates,Pirates,27%
3267,361,Purple Tortoise,Hex I7,Reef,Reef,15%
3267,361,Purple Tortoise,Hex J6,Harpies,Harpies,0%
3267,361,Purple Tortoise,Hex J4,Pirates,Pirates,0%
3268,240,Orange Swan,Hex I7,Pirates,Pirates,0%
3268,240,Orange Swan,Hex I7,Reef,Reef,7%
3268,240,Orange Swan,Hex I9,Sharks,Sharks,10%
3268,240,Orange Swan,Hex I10,Atlantean Merfolk,Sharks,0%
3268,240,Orange Swan,Hex H11,Atlantean Merfolk,Merfolk,0%
3268,240,Orange Swan,Hex H12,Pirates,Pirates,10%
3269,387,Gray Pearl,Hex K5,Pirates,Pirates,25%
3270,362,Orange Heart,Hex J6,Pirates,Pirates,25%
3270,362,Orange Heart,Hex I8,Reef,Reef,5%
3270,362,Orange Heart,Hex H11,Atlantean Merfolk,Sharks,15%
3271,314,Red Diamond,Hex Q14,Sharks,Sharks,4%
3271,314,Red Diamond,Hex P13,Pirates,Pirates,14%
3271,314,Red Diamond,Hex P13,Sharks,Sharks,7%
3271,314,Red Diamond,Hex Q7,Harpies,Harpies,0%
3272,274,Orange Bottom,Hex O16,Sharks,Sharks,5%
3272,274,Orange Bottom,Hex P16,Pirates,Pirates,0%
3273,216,White Goose,Hex O14,Harpies,Harpies,0%
3273,216,White Goose,Hex O14,Reef,Reef,14%
3273,216,White Goose,Hex O14,Storm,Storm,4%
3273,216,White Goose,Hex N13,Pirates,Pirates,0%
3273,216,White Goose,Hex L9,Reef,Reef,7%
3273,216,White Goose,Hex K7,Sharks,Sharks,0%
3274,356,Gray Bottom,Hex Q14,Harpies,Harpies,0%
3274,356,Gray Bottom,Hex R11,Kraken,Kraken,40%
3274,356,Gray Bottom,Hex R11,Sharks,Sharks,7%
3274,356,Gray Bottom,Hex R11,Sharks,Sharks,0%
3274,356,Gray Bottom,Hex R12,Storm,Storm,7%
3275,279,Black Duck,Hex H13,Harpies,Harpies,5%
3275,279,Black Duck,Hex J13,Storm,Storm,5%
3275,279,Black Duck,Hex O15,Dragon,Dragon,25%
3276,325,Gray Falcon,Hex O4,Dragon,Dragon,4%
3276,325,Gray Falcon,Hex L4,Reef,Reef,24%
3277,268,Silver Pearl,Hex P5,Harpies,Harpies,5%
3277,268,Silver Pearl,Hex P5,Storm,Storm,5%
3277,268,Silver Pearl,Hex M6,Harpies,Harpies,5%
3277,268,Silver Pearl,Hex M6,Sharks,Sharks,0%
3277,268,Silver Pearl,Hex P6,Harpies,Harpies,0%
3278,330,Orange Falcon,Hex O5,Pirates,Pirates,20%
3278,330,Orange Falcon,Hex O5,Harpies,Harpies,0%
3278,330,Orange Falcon,Hex O4,Kraken,Kraken,30%
3278,330,Orange Falcon,Hex K3,Storm,Storm,15%
3279,358,Scurvy Hind,Hex M4,Harpies,Harpies,0%
3279,358,Scurvy Hind,Hex N4,Pirates,Pirates,0%
3280,288,Saucy Tortoise,Hex I5,Harpies,Harpies,5%
3280,288,Saucy Tortoise,Hex I5,Storm,Storm,30%
3280,288,Saucy Tortoise,Hex J6,Sharks,Sharks,5%
3280,288,Saucy Tortoise,Hex I8,Sharks,Sharks,0%
3281,326,Saucy Goose,Hex H7,Dragon,Dragon,40%
3281,326,Saucy Goose,Hex H7,Storm,Storm,0%
3281,326,Saucy Goose,Hex H8,Harpies,Harpies,0%
3281,326,Saucy Goose,Hex I10,Atlantean Merfolk,Merfolk,4%
3282,352,Silver Falcon,Hex J3,Harpies,Harpies,0%
3282,352,Silver Falcon,Hex N6,Pirates,Pirates,37%
3283,317,Black Falcon,Hex N10,Reef,Reef,10%
3283,317,Black Falcon,Hex N10,Storm,Storm,10%
3283,317,Black Falcon,Hex L7,Maelstrom,Storm,5%
3284,267,White Pearl,Hex I12,Harpies,Harpies,0%
3284,267,White Pearl,Hex I12,Atlantean Merfolk,Merfolk,0%
3284,267,White Pearl,Hex I11,Atlantean Merfolk,Merfolk,0%
3284,267,White Pearl,Hex J10,Sharks,Sharks,4%
3284,267,White Pearl,Hex J9,Sharks,Sharks,7%
3284,267,White Pearl,Hex L6,Pirates,Pirates,10%
3284,267,White Pearl,Hex L6,Kraken,Kraken,4%
3284,267,White Pearl,Hex L6,Sharks,Sharks,7%
3284,267,White Pearl,Hex M6,Sharks,Sharks,0%
3284,267,White Pearl,Hex P6,Pirates,Pirates,17%
3285,370,Red Duck,Hex G10,Kraken,Kraken,20%
3285,370,Red Duck,Hex F11,Sharks,Sharks,5%
3287,355,Purple Heart,Hex J10,Storm,Storm,17%
3287,355,Purple Heart,Hex I11,Kraken,Kraken,20%
3287,355,Purple Heart,Hex H11,Pirates,Pirates,54%
3289,346,Black Heart,Hex P5,Sharks,Sharks,10%
3289,346,Black Heart,Hex P4,Pirates,Pirates,15%
3289,346,Black Heart,Hex M4,Reef,Reef,35%
3289,346,Black Heart,Hex L4,Reef,Reef,5%
3290,249,Rusty Diamond,Hex P5,Storm,Storm,7%
3290,249,Rusty Diamond,Hex N5,Kraken,Kraken,54%
3290,249,Rusty Diamond,Hex P6,Pirates,Pirates,14%
3291,250,Black Goose,Hex L6,Pirates,Pirates,17%
3291,250,Black Goose,Hex L6,Kraken,Kraken,14%
3291,250,Black Goose,Hex M6,Harpies,Harpies,0%
3291,250,Black Goose,Hex N6,Pirates,Pirates,17%
3292,48,Scurvy Heart,Hex M5,Sharks,Sharks,15%
3293,344,Red Swan,Hex M13,Harpies,Harpies,0%
3293,344,Red Swan,Hex L13,Kraken,Kraken,30%
3293,344,Red Swan,Hex J13,Kraken,Kraken,60%
3293,344,Red Swan,Hex J13,Sharks,Sharks,5%
3294,386,Purple Bottom,Hex N15,Sharks,Sharks,10%
3294,386,Purple Bottom,Hex M15,Storm,Storm,20%
3295,82,Green Tortoise,Hex N15,Pirates,Pirates,0%
3296,195,White Heart,Hex F10,Kraken,Kraken,45%
3298,287,Golden Goose,Hex Q10,Sharks,Sharks,5%
3299,349,Red Bottom,Hex P7,Pirates,Pirates,7%
3299,349,Red Bottom,Hex Q8,Dragon,Dragon,10%
3299,349,Red Bottom,Hex Q13,Pirates,Pirates,0%
3299,349,Red Bottom,Hex Q13,Harpies,Harpies,0%
3299,349,Red Bottom,Hex Q14,Sharks,Sharks,0%
3299,349,Red Bottom,Hex Q14,Storm,Storm,0%
3300,337,Rusty Bottom,Hex I6,Storm,Storm,0%
3300,337,Rusty Bottom,Hex H7,Storm,Storm,4%
3300,337,Rusty Bottom,Hex G7,Pirates,Pirates,0%
3300,337,Rusty Bottom,Hex G7,Kraken,Kraken,67%
3301,305,White Swan,Hex P10,Reef,Reef,70%
3303,304,Orange Tortoise,Hex N14,Storm,Storm,25%
3303,304,Orange Tortoise,Hex J13,Kraken,Kraken,45%
3304,274,Orange Bottom,Hex K15,Sharks,Sharks,0%
3304,274,Orange Bottom,Hex K14,Storm,Storm,15%
3305,357,Mopey Swan,Hex H12,Storm,Storm,20%
3305,357,Mopey Swan,Hex H9,Storm,Storm,14%
3305,357,Mopey Swan,Hex H10,Kraken,Kraken,20%
3306,296,Bloody Falcon,Hex I13,Pirates,Pirates,14%
3306,296,Bloody Falcon,Hex J13,Sharks,Sharks,4%
3306,296,Bloody Falcon,Hex L14,Storm,Storm,7%
3307,247,Scurvy Bottom,Hex Q5,Dragon,Dragon,0%
3307,247,Scurvy Bottom,Hex Q3,Pirates,Pirates,0%
3307,247,Scurvy Bottom,Hex Q3,Harpies,Harpies,0%
3307,247,Scurvy Bottom,Hex Q2,Reef,Reef,7%
3307,247,Scurvy Bottom,Hex Q2,Warlock,Wyrd Majick Fyre,30%
3307,247,Scurvy Bottom,Hex P1,Reef,Reef,10%
3307,247,Scurvy Bottom,Hex P1,Iceberg,None,0%
3307,247,Scurvy Bottom,Hex P1,Warlock,Wyrd Majick Fyre,54%
3308,239,Bloody Swan,Hex Q9,Sharks,Sharks,4%
3308,239,Bloody Swan,Hex R10,Pirates,Pirates,54%
3308,239,Bloody Swan,Hex Q13,Harpies,Harpies,0%
3309,379,Saucy Pearl,Hex S2,Iceberg,None,0%
3309,379,Saucy Pearl,Hex R3,Sharks,Sharks,5%
3310,123,White Tortoise,Hex P7,Sharks,Sharks,0%
3310,123,White Tortoise,Hex Q8,Pirates,Pirates,15%
3310,123,White Tortoise,Hex P10,Reef,Reef,10%
3311,383,Purple Goose,Hex J5,Pirates,Pirates,35%
3311,383,Purple Goose,Hex K5,Storm,Storm,0%
3311,383,Purple Goose,Hex L5,Sharks,Sharks,5%
3311,383,Purple Goose,Hex M5,Harpies,Harpies,20%
3311,383,Purple Goose,Hex P6,Harpies,Harpies,0%
3312,377,Gray Heart,Hex M6,Maelstrom,Storm,15%
3312,377,Gray Heart,Hex N8,Harpies,Harpies,0%
3312,377,Gray Heart,Hex N8,Storm,Storm,5%
3312,377,Gray Heart,Hex N9,Storm,Storm,5%
3312,377,Gray Heart,Hex P12,Sharks,Sharks,0%
3313,264,Scurvy Goose,Hex N15,Storm,Storm,7%
3314,185,Orange Diamond,Hex H12,Storm,Storm,10%
3314,185,Orange Diamond,Hex I9,Storm,Storm,17%
3314,185,Orange Diamond,Hex I10,Pirates,Pirates,0%
3314,185,Orange Diamond,Hex I10,Sharks,Sharks,0%
3314,185,Orange Diamond,Hex H11,Pirates,Pirates,0%
3314,185,Orange Diamond,Hex H12,Harpies,Harpies,0%
3314,185,Orange Diamond,Hex H12,Sharks,Sharks,4%
3315,207,Bloody Hind,Hex H13,Harpies,Harpies,0%
3315,207,Bloody Hind,Hex J14,Storm,Storm,10%
3315,207,Bloody Hind,Hex N15,Storm,Storm,5%
3316,177,Black Swan,Hex O4,Kraken,Kraken,80%
3316,177,Black Swan,Hex K3,Harpies,Harpies,15%
3317,335,Red Heart,Hex G4,Pirates,Pirates,20%
3317,335,Red Heart,Hex G4,Reef,Reef,14%
3317,335,Red Heart,Hex F4,Storm,Storm,14%
3317,335,Red Heart,Hex H4,Sharks,Sharks,7%
3318,387,Gray Pearl,Hex J4,Storm,Storm,15%
3318,387,Gray Pearl,Hex I5,Sharks,Sharks,0%
3318,387,Gray Pearl,Hex I5,Storm,Storm,15%
3318,387,Gray Pearl,Hex I4,Pirates,Pirates,70%
3319,308,Gray Tortoise,Hex L4,Reef,Reef,5%
3319,308,Gray Tortoise,Hex P5,Sharks,Sharks,0%
3320,366,Green Heart,Hex K3,Harpies,Harpies,0%
3320,366,Green Heart,Hex N5,Pirates,Pirates,0%
3320,366,Green Heart,Hex O5,Storm,Storm,30%
3321,380,Green Duck,Hex Q11,Pirates,Pirates,20%
3321,380,Green Duck,Hex Q11,Kraken,Kraken,150%
3322,279,Black Duck,Hex N13,Storm,Storm,75%
3322,279,Black Duck,Hex O15,Sharks,Sharks,5%
3323,356,Gray Bottom,Hex Q14,Sharks,Sharks,0%
3323,356,Gray Bottom,Hex Q13,Harpies,Harpies,0%
3323,356,Gray Bottom,Hex Q11,Kraken,Kraken,14%
3323,356,Gray Bottom,Hex P9,Sharks,Sharks,7%
3323,356,Gray Bottom,Hex P8,Pirates,Pirates,0%
3324,389,Golden Bottom,Hex H13,Sharks,Sharks,15%
3324,389,Golden Bottom,Hex N15,Harpies,Harpies,10%
3325,367,Orange Duck,Hex I13,Harpies,Harpies,0%
3325,367,Orange Duck,Hex K14,Storm,Storm,20%
3325,367,Orange Duck,Hex L14,Pirates,Pirates,40%
3326,268,Silver Pearl,Hex P5,Harpies,Harpies,10%
3326,268,Silver Pearl,Hex P2,Iceberg,None,0%
3326,268,Silver Pearl,Hex P2,Dragon,Dragon,20%
3326,268,Silver Pearl,Hex P2,Storm,Storm,10%
3326,268,Silver Pearl,Hex P2,Iceberg,None,0%
3326,268,Silver Pearl,Hex P5,Sharks,Sharks,0%
3327,360,Mopey Falcon,Hex O7,Harpies,Harpies,0%
3328,191,Black Bottom,Hex L6,Kraken,Kraken,27%
