Voyage ID,Ship ID,Ship Name,Encounter Hex,Encounter Type,Damage Taken
3437,240,Orange Swan,Hex F5,Sharks,0%
3437,240,Orange Swan,Hex G5,Merfolk,10%
3437,240,Orange Swan,Hex G5,Dragon,10%
3437,240,Orange Swan,Hex H4,Merfolk,0%
3437,240,Orange Swan,Hex H4,Dragon,14%
3437,240,Orange Swan,Hex I4,Merfolk,0%
3439,362,Orange Heart,Hex P13,Storm,10%
3439,362,Orange Heart,Hex P12,Harpies,0%
3439,362,Orange Heart,Hex K6,Iceberg,5%
3440,344,Red Swan,Hex R10,Storm,0%
3440,344,Red Swan,Hex Q8,Reef,5%
3441,390,Silver Bottom,Hex I15,Harpies,0%
3441,390,Silver Bottom,Hex I15,Reef,10%
3442,195,White Heart,Hex I11,Sharks,0%
3443,267,White Pearl,Hex N5,Harpies,7%
3443,267,White Pearl,Hex O6,Harpies,7%
3443,267,White Pearl,Hex P6,Pirates,0%
3444,48,Scurvy Heart,Hex P4,Sharks,10%
3444,48,Scurvy Heart,Hex P5,Iceberg,20%
3445,314,Red Diamond,Hex O7,Pirates,40%
3445,314,Red Diamond,Hex N7,Reef,10%
3445,314,Red Diamond,Hex M6,Pirates,14%
3445,314,Red Diamond,Hex N6,Pirates,0%
3445,314,Red Diamond,Hex N6,Harpies,0%
3446,207,Bloody Hind,Hex F3,Harpies,0%
3446,207,Bloody Hind,Hex G4,Reef,10%
3446,207,Bloody Hind,Hex H4,Pirates,0%
3448,282,Bloody Tortoise,Hex R12,Kraken,34%
3448,282,Bloody Tortoise,Hex R12,Sharks,0%
3448,282,Bloody Tortoise,Hex R11,Harpies,0%
3449,290,Red Goose,Hex O14,Reef,10%
3449,290,Red Goose,Hex O14,Sharks,10%
3449,290,Red Goose,Hex N13,Reef,5%
3450,351,Mopey Pearl,Hex F13,Sharks,5%
3450,351,Mopey Pearl,Hex F13,Storm,0%
3451,358,Scurvy Hind,Hex Q8,Reef,10%
3451,358,Scurvy Hind,Hex P9,Harpies,0%
3451,358,Scurvy Hind,Hex Q8,Reef,30%
3453,369,Rusty Heart,Hex O7,Pirates,0%
3453,369,Rusty Heart,Hex N7,Reef,30%
3453,369,Rusty Heart,Hex N8,Reef,45%
3453,369,Rusty Heart,Hex N7,Storm,0%
3454,250,Black Goose,Hex I2,Harpies,0%
3454,250,Black Goose,Hex G2,Storm,0%
3454,250,Black Goose,Hex G2,Reef,7%
3454,250,Black Goose,Hex H2,Reef,4%
3455,82,Green Tortoise,Hex N4,Storm,0%
3455,82,Green Tortoise,Hex L4,Storm,10%
3456,392,Saucy Duck,Hex O15,Storm,20%
3456,392,Saucy Duck,Hex N12,Storm,20%
3459,384,Silver Diamond,Hex N3,Pirates,0%
3460,366,Green Heart,Hex Q7,Storm,10%
3461,177,Black Swan,Hex J1,Storm,10%
3462,191,Black Bottom,Hex K6,Sharks,4%
3462,191,Black Bottom,Hex L6,Harpies,4%
3462,191,Black Bottom,Hex M6,Harpies,0%
3463,402,Gray Hind,Hex J3,Sharks,10%
3463,402,Gray Hind,Hex K1,Harpies,15%
3463,402,Gray Hind,Hex K2,Pirates,0%
3466,209,Bloody Bottom,Hex N15,Pirates,10%
3466,209,Bloody Bottom,Hex N15,Storm,15%
3466,209,Bloody Bottom,Hex K13,Kraken,20%
3466,209,Bloody Bottom,Hex I13,Storm,20%
3467,337,Rusty Bottom,Hex O14,Harpies,14%
3467,337,Rusty Bottom,Hex K13,Sharks,0%
3467,337,Rusty Bottom,Hex H13,Sharks,0%
3468,296,Bloody Falcon,Hex J12,Kraken,30%
3468,296,Bloody Falcon,Hex H13,Harpies,4%
3470,400,Silver Hind,Hex P5,Iceberg,15%
3470,400,Silver Hind,Hex L4,Reef,35%
3471,287,Golden Goose,Hex K4,Pirates,30%
3471,287,Golden Goose,Hex M4,Pirates,0%
3471,287,Golden Goose,Hex K3,Sharks,10%
3472,280,Mopey Hind,Hex K3,Storm,0%
3472,280,Mopey Hind,Hex L5,Storm,15%
3473,407,Mopey Goose,Hex P13,Reef,4%
3473,407,Mopey Goose,Hex Q11,Pirates,10%
3473,407,Mopey Goose,Hex Q11,Kraken,7%
3473,407,Mopey Goose,Hex R12,Kraken,20%
3473,407,Mopey Goose,Hex Q14,Harpies,4%
3474,327,Red Tortoise,Hex O15,Pirates,0%
3474,327,Red Tortoise,Hex O15,Sharks,0%
3474,327,Red Tortoise,Hex N15,Sharks,0%
3474,327,Red Tortoise,Hex L13,Kraken,10%
3474,327,Red Tortoise,Hex L13,Sharks,0%
3476,357,Mopey Swan,Hex I14,Storm,10%
3476,357,Mopey Swan,Hex H13,Sharks,7%
3478,249,Rusty Diamond,Hex M9,Reef,7%
3478,249,Rusty Diamond,Hex J11,Harpies,7%
3478,249,Rusty Diamond,Hex H11,Storm,7%
3479,406,Gray Duck,Hex P5,Harpies,10%
3479,406,Gray Duck,Hex N4,Sharks,4%
3479,406,Gray Duck,Hex L4,Pirates,0%
3479,406,Gray Duck,Hex K4,Iceberg,20%
3480,341,Saucy Hind,Hex L5,Pirates,27%
3480,341,Saucy Hind,Hex M6,Harpies,0%
3481,352,Silver Falcon,Hex I4,Harpies,0%
3481,352,Silver Falcon,Hex H6,Kraken,14%
3481,352,Silver Falcon,Hex G7,Kraken,0%
3481,352,Silver Falcon,Hex G7,Merfolk,14%
3481,352,Silver Falcon,Hex G7,Sharks,4%
3481,352,Silver Falcon,Hex H8,Pirates,0%
3481,352,Silver Falcon,Hex H8,Merfolk,24%
3481,352,Silver Falcon,Hex G7,Pirates,17%
3481,352,Silver Falcon,Hex G7,Iceberg,20%
3481,352,Silver Falcon,Hex G7,Sharks,4%
3483,364,Rusty Swan,Hex S12,Harpies,0%
3484,216,White Goose,Hex J12,Kraken,14%
3484,216,White Goose,Hex J12,Sharks,7%
3484,216,White Goose,Hex K12,Harpies,0%
3484,216,White Goose,Hex K12,Kraken,7%
3484,216,White Goose,Hex I13,Pirates,0%
3485,355,Purple Heart,Hex C13,Reef,4%
3485,355,Purple Heart,Hex D13,Reef,4%
3485,355,Purple Heart,Hex E13,Harpies,10%
3486,288,Saucy Tortoise,Hex J11,Kraken,30%
3487,365,Gray Goose,Hex Q2,Dragon,34%
3487,365,Gray Goose,Hex Q3,Iceberg,4%
3488,360,Mopey Falcon,Hex P8,Pirates,25%
3488,360,Mopey Falcon,Hex P10,Pirates,20%
3488,360,Mopey Falcon,Hex P10,Reef,35%
3490,401,Golden Tortoise,Hex O15,Pirates,55%
3491,390,Silver Bottom,Hex O15,Storm,0%
3491,390,Silver Bottom,Hex N14,Sharks,4%
3491,390,Silver Bottom,Hex M12,Dragon,17%
3491,390,Silver Bottom,Hex M13,Sharks,0%
3491,390,Silver Bottom,Hex N13,Reef,20%
3491,390,Silver Bottom,Hex O15,Sharks,4%
3492,282,Bloody Tortoise,Hex Q14,Harpies,0%
3492,282,Bloody Tortoise,Hex P13,Reef,4%
3492,282,Bloody Tortoise,Hex Q11,Pirates,0%
3492,282,Bloody Tortoise,Hex Q11,Storm,17%
3492,282,Bloody Tortoise,Hex R12,Sharks,7%
3492,282,Bloody Tortoise,Hex Q13,Pirates,0%
3493,399,Green Hind,Hex H13,Pirates,27%
3493,399,Green Hind,Hex H13,Sharks,4%
3493,399,Green Hind,Hex I15,Reef,7%
3494,41,Scurvy Tortoise,Hex H13,Pirates,0%
3494,41,Scurvy Tortoise,Hex J13,Pirates,0%
3494,41,Scurvy Tortoise,Hex J13,Storm,4%
3494,41,Scurvy Tortoise,Hex K13,Kraken,27%
3494,41,Scurvy Tortoise,Hex I13,Pirates,0%
3494,41,Scurvy Tortoise,Hex H13,Storm,17%
3495,354,Rusty Pearl,Hex N7,Reef,10%
3495,354,Rusty Pearl,Hex L7,Kraken,7%
3495,354,Rusty Pearl,Hex I10,Sharks,0%
3496,411,Mopey Duck,Hex O4,Storm,0%
3496,411,Mopey Duck,Hex O4,Sharks,5%
3497,240,Orange Swan,Hex J3,Harpies,0%
3497,240,Orange Swan,Hex K3,Reef,27%
3497,240,Orange Swan,Hex M4,Reef,14%
3497,240,Orange Swan,Hex M4,Iceberg,4%
3498,362,Orange Heart,Hex J4,Pirates,0%
3498,362,Orange Heart,Hex L5,Iceberg,5%
3498,362,Orange Heart,Hex O10,Harpies,0%
3498,362,Orange Heart,Hex O10,Reef,10%
3499,250,Black Goose,Hex G4,Reef,4%
3499,250,Black Goose,Hex G4,Iceberg,17%
3499,250,Black Goose,Hex G4,Reef,4%
3499,250,Black Goose,Hex H4,Harpies,0%
3500,408,Red Pearl,Hex O14,Storm,0%
3500,408,Red Pearl,Hex M13,Harpies,0%
3500,408,Red Pearl,Hex L13,Kraken,14%
3500,408,Red Pearl,Hex K13,Dragon,4%
3501,368,Golden Diamond,Hex O15,Harpies,10%
3501,368,Golden Diamond,Hex M13,Pirates,44%
3502,356,Gray Bottom,Hex O14,Pirates,0%
3502,356,Gray Bottom,Hex O14,Storm,0%
3502,356,Gray Bottom,Hex K13,Sharks,7%
3502,356,Gray Bottom,Hex J13,Kraken,14%
3502,356,Gray Bottom,Hex H13,Sharks,4%
3503,386,Purple Bottom,Hex R16,Pirates,35%
3504,1,Purple Pearl,Hex H13,Harpies,4%
3504,1,Purple Pearl,Hex I14,Pirates,0%
3504,1,Purple Pearl,Hex I15,Harpies,0%
3504,1,Purple Pearl,Hex L15,Reef,4%
3504,1,Purple Pearl,Hex N15,Storm,10%
3505,317,Black Falcon,Hex C13,Reef,5%
3506,264,Scurvy Goose,Hex H6,Kraken,84%
3507,388,Black Pearl,Hex I14,Pirates,0%
3507,388,Black Pearl,Hex I14,Storm,0%
3507,388,Black Pearl,Hex K16,Reef,30%
3507,388,Black Pearl,Hex I15,Sharks,4%
3507,388,Black Pearl,Hex H13,Pirates,30%
3508,366,Green Heart,Hex N5,Kraken,60%
3509,393,Silver Heart,Hex O6,Pirates,60%
3509,393,Silver Heart,Hex N5,Kraken,4%
3509,393,Silver Heart,Hex N5,Iceberg,4%
3509,393,Silver Heart,Hex J5,Iceberg,14%
3510,369,Rusty Heart,Hex Q9,Reef,30%
3510,369,Rusty Heart,Hex R11,Harpies,0%
3511,191,Black Bottom,Hex P9,Pirates,0%
3511,191,Black Bottom,Hex P9,Reef,14%
3511,191,Black Bottom,Hex P9,Storm,0%
3511,191,Black Bottom,Hex O10,Pirates,54%
3511,191,Black Bottom,Hex O10,Harpies,7%
3511,191,Black Bottom,Hex P9,Reef,7%
3511,191,Black Bottom,Hex P7,Harpies,0%
3512,308,Gray Tortoise,Hex H4,Reef,10%
3512,308,Gray Tortoise,Hex F3,Reef,5%
3512,308,Gray Tortoise,Hex H4,Harpies,0%
3513,371,Purple Diamond,Hex N13,Harpies,7%
3513,371,Purple Diamond,Hex N13,Reef,4%
3514,337,Rusty Bottom,Hex I13,Storm,17%
3514,337,Rusty Bottom,Hex K12,Kraken,14%
3514,337,Rusty Bottom,Hex K11,Storm,17%
3514,337,Rusty Bottom,Hex L9,Reef,7%
3515,267,White Pearl,Hex P5,Sharks,4%
3515,267,White Pearl,Hex M4,Harpies,0%
3515,267,White Pearl,Hex M4,Reef,7%
3515,267,White Pearl,Hex L4,Reef,20%
3516,123,White Tortoise,Hex O6,Storm,25%
3516,123,White Tortoise,Hex M7,Dragon,20%
3516,123,White Tortoise,Hex L7,Storm,0%
3517,383,Purple Goose,Hex R5,Reef,15%
3517,383,Purple Goose,Hex R5,Storm,10%
3518,392,Saucy Duck,Hex G2,Storm,5%
3518,392,Saucy Duck,Hex I2,Pirates,0%
3519,207,Bloody Hind,Hex J4,Storm,15%
3519,207,Bloody Hind,Hex I5,Sharks,5%
3519,207,Bloody Hind,Hex I8,Storm,10%
3519,207,Bloody Hind,Hex H12,Storm,5%
3521,239,Bloody Swan,Hex L4,Reef,7%
3521,239,Bloody Swan,Hex L5,Storm,0%
3522,397,Green Pearl,Hex Q14,Sharks,0%
3522,397,Green Pearl,Hex Q12,Pirates,20%
3522,397,Green Pearl,Hex Q12,Storm,0%
3522,397,Green Pearl,Hex P11,Storm,7%
3522,397,Green Pearl,Hex Q9,Harpies,7%
3522,397,Green Pearl,Hex Q8,Reef,57%
3523,367,Orange Duck,Hex P11,Storm,10%
3523,367,Orange Duck,Hex P9,Storm,5%
3523,367,Orange Duck,Hex Q8,Reef,35%
3524,325,Gray Falcon,Hex F14,Merfolk,10%
3524,325,Gray Falcon,Hex F14,Sharks,4%
3524,325,Gray Falcon,Hex F14,Storm,4%
3524,325,Gray Falcon,Hex E15,Harpies,0%
3524,325,Gray Falcon,Hex E15,Merfolk,20%
3524,325,Gray Falcon,Hex E15,Storm,20%
3524,325,Gray Falcon,Hex E14,Reef,4%
3524,325,Gray Falcon,Hex E13,Sharks,0%
3525,185,Orange Diamond,Hex H11,Sharks,10%
3525,185,Orange Diamond,Hex H10,Harpies,0%
3525,185,Orange Diamond,Hex G8,Kraken,14%
3525,185,Orange Diamond,Hex G7,Sharks,4%
3525,185,Orange Diamond,Hex H5,Sharks,0%
3528,344,Red Swan,Hex R2,Reef,15%
3528,344,Red Swan,Hex R2,Iceberg,30%
3529,314,Red Diamond,Hex P5,Iceberg,10%
3529,314,Red Diamond,Hex N4,Pirates,24%
3529,314,Red Diamond,Hex N4,Sharks,0%
3529,314,Red Diamond,Hex N4,Storm,14%
3529,314,Red Diamond,Hex M4,Harpies,0%
3529,314,Red Diamond,Hex L4,Pirates,0%
3529,314,Red Diamond,Hex J3,Pirates,0%
3530,177,Black Swan,Hex K4,Iceberg,15%
3530,177,Black Swan,Hex K4,Storm,0%
3530,177,Black Swan,Hex L4,Iceberg,30%
3531,352,Silver Falcon,Hex J3,Pirates,17%
3531,352,Silver Falcon,Hex K4,Pirates,0%
3531,352,Silver Falcon,Hex K5,Sharks,0%
3531,352,Silver Falcon,Hex N6,Harpies,0%
3532,406,Gray Duck,Hex K4,Storm,7%
3532,406,Gray Duck,Hex L7,Kraken,30%
3532,406,Gray Duck,Hex L6,Kraken,20%
3533,364,Rusty Swan,Hex N14,Sharks,10%
3533,364,Rusty Swan,Hex M13,Sharks,0%
3533,364,Rusty Swan,Hex J4,Harpies,0%
3534,403,Purple Tortoise,Hex O15,Storm,10%
3534,403,Purple Tortoise,Hex L15,Harpies,0%
3534,403,Purple Tortoise,Hex L15,Reef,20%
3534,403,Purple Tortoise,Hex M15,Storm,0%
3535,249,Rusty Diamond,Hex I14,Reef,4%
3535,249,Rusty Diamond,Hex L15,Reef,7%
3536,358,Scurvy Hind,Hex O4,Pirates,24%
3536,358,Scurvy Hind,Hex N4,Iceberg,7%
3536,358,Scurvy Hind,Hex K3,Harpies,4%
3538,400,Silver Hind,Hex I4,Pirates,25%
3538,400,Silver Hind,Hex H5,Iceberg,20%
3538,400,Silver Hind,Hex G7,Kraken,50%
3539,402,Gray Hind,Hex H5,Iceberg,15%
3539,402,Gray Hind,Hex H6,Kraken,30%
3540,287,Golden Goose,Hex J4,Storm,0%
3540,287,Golden Goose,Hex I5,Storm,30%
3541,290,Red Goose,Hex Q14,Pirates,15%
3541,290,Red Goose,Hex P13,Pirates,0%
3542,399,Green Hind,Hex P13,Reef,7%
3542,399,Green Hind,Hex P10,Harpies,10%
3542,399,Green Hind,Hex P10,Sharks,10%
3542,399,Green Hind,Hex Q8,Reef,10%
3543,407,Mopey Goose,Hex Q14,Storm,14%
3544,354,Rusty Pearl,Hex H12,Sharks,10%
3544,354,Rusty Pearl,Hex H10,Harpies,14%
3544,354,Rusty Pearl,Hex H10,Kraken,40%
3544,354,Rusty Pearl,Hex H8,Sharks,7%
3544,354,Rusty Pearl,Hex I5,Iceberg,4%
3545,385,Gray Diamond,Hex P11,Storm,10%
3545,385,Gray Diamond,Hex P10,Harpies,0%
3545,385,Gray Diamond,Hex P9,Pirates,54%
3545,385,Gray Diamond,Hex Q7,Storm,0%
3546,411,Mopey Duck,Hex P4,Storm,25%
3546,411,Mopey Duck,Hex N1,Iceberg,30%
3546,411,Mopey Duck,Hex O3,Pirates,0%
3546,411,Mopey Duck,Hex P4,Iceberg,30%
3548,250,Black Goose,Hex G6,Storm,7%
3548,250,Black Goose,Hex F6,Pirates,0%
3548,250,Black Goose,Hex F6,Harpies,7%
3548,250,Black Goose,Hex F6,Storm,4%
3548,250,Black Goose,Hex F5,Sharks,7%
3548,250,Black Goose,Hex G5,Harpies,0%
3551,369,Rusty Heart,Hex R12,Harpies,0%
3552,1,Purple Pearl,Hex Q14,Pirates,30%
3552,1,Purple Pearl,Hex Q13,Storm,0%
3552,1,Purple Pearl,Hex Q12,Harpies,0%
3552,1,Purple Pearl,Hex P8,Storm,10%
3552,1,Purple Pearl,Hex P7,Dragon,7%
3553,282,Bloody Tortoise,Hex P12,Pirates,7%
3553,282,Bloody Tortoise,Hex P12,Reef,14%
3553,282,Bloody Tortoise,Hex N10,Reef,7%
3553,282,Bloody Tortoise,Hex K7,Storm,10%
3553,282,Bloody Tortoise,Hex J4,Sharks,0%
3555,288,Saucy Tortoise,Hex K15,Reef,10%
3555,288,Saucy Tortoise,Hex M15,Harpies,0%
3556,412,Golden Duck,Hex H13,Harpies,4%
3556,412,Golden Duck,Hex I14,Pirates,14%
3558,266,Saucy Bottom,Hex P7,Storm,50%
3559,191,Black Bottom,Hex R5,Harpies,0%
3559,191,Black Bottom,Hex R5,Reef,27%
3559,191,Black Bottom,Hex R5,Sharks,10%
3559,191,Black Bottom,Hex S7,Reef,7%
3559,191,Black Bottom,Hex S7,Sharks,7%
3559,191,Black Bottom,Hex Q5,Pirates,0%
3560,341,Saucy Hind,Hex P8,Storm,4%
3560,341,Saucy Hind,Hex P10,Storm,20%
3561,366,Green Heart,Hex H2,Pirates,25%
3561,366,Green Heart,Hex H2,Iceberg,30%
3561,366,Green Heart,Hex G1,Pirates,20%
3562,280,Mopey Hind,Hex J2,Harpies,5%
3563,264,Scurvy Goose,Hex J3,Iceberg,17%
3563,264,Scurvy Goose,Hex J3,Sharks,7%
3563,264,Scurvy Goose,Hex M6,Kraken,7%
3563,264,Scurvy Goose,Hex M7,Sharks,0%
3563,264,Scurvy Goose,Hex N8,Iceberg,4%
3563,264,Scurvy Goose,Hex O10,Reef,10%
3563,264,Scurvy Goose,Hex P12,Storm,0%
3563,264,Scurvy Goose,Hex P13,Storm,14%
3564,389,Golden Bottom,Hex K14,Storm,10%
3566,401,Golden Tortoise,Hex R13,Kraken,45%
3566,401,Golden Tortoise,Hex Q13,Sharks,0%
3567,362,Orange Heart,Hex Q14,Pirates,25%
3567,362,Orange Heart,Hex Q14,Storm,20%
3568,123,White Tortoise,Hex L15,Sharks,5%
3568,123,White Tortoise,Hex N15,Storm,5%
3568,123,White Tortoise,Hex O15,Storm,20%
3569,326,Saucy Goose,Hex H13,Harpies,0%
3569,326,Saucy Goose,Hex I13,Pirates,0%
3569,326,Saucy Goose,Hex I13,Sharks,4%
3569,326,Saucy Goose,Hex J13,Pirates,24%
3569,326,Saucy Goose,Hex H13,Pirates,0%
3570,207,Bloody Hind,Hex I14,Reef,5%
3570,207,Bloody Hind,Hex N15,Pirates,15%
3571,384,Silver Diamond,Hex N5,Sharks,4%
3571,384,Silver Diamond,Hex L4,Dragon,20%
3571,384,Silver Diamond,Hex K4,Harpies,0%
3571,384,Silver Diamond,Hex K4,Storm,17%
3573,337,Rusty Bottom,Hex S7,Reef,10%
3574,365,Gray Goose,Hex Q14,Storm,14%
3575,239,Bloody Swan,Hex I4,Sharks,4%
3576,390,Silver Bottom,Hex O15,Pirates,0%
3576,390,Silver Bottom,Hex N12,Harpies,0%
3576,390,Silver Bottom,Hex N13,Pirates,14%
3576,390,Silver Bottom,Hex O15,Sharks,7%
3577,371,Purple Diamond,Hex P13,Harpies,0%
3577,371,Purple Diamond,Hex P13,Reef,4%
3577,371,Purple Diamond,Hex P12,Reef,7%
3578,274,Orange Bottom,Hex G14,Storm,0%
3578,274,Orange Bottom,Hex F15,Pirates,60%
3579,353,Green Diamond,Hex I13,Harpies,0%
3579,353,Green Diamond,Hex L14,Pirates,45%
3580,41,Scurvy Tortoise,Hex G12,Pirates,14%
3580,41,Scurvy Tortoise,Hex G12,Harpies,0%
3580,41,Scurvy Tortoise,Hex G9,Storm,7%
3580,41,Scurvy Tortoise,Hex H6,Pirates,7%
3582,240,Orange Swan,Hex Q7,Pirates,0%
3582,240,Orange Swan,Hex Q7,Storm,7%
3582,240,Orange Swan,Hex Q8,Reef,7%
3582,240,Orange Swan,Hex P9,Storm,0%
3582,240,Orange Swan,Hex Q10,Sharks,0%
3582,240,Orange Swan,Hex Q11,Harpies,4%
3582,240,Orange Swan,Hex Q11,Sharks,7%
3582,240,Orange Swan,Hex R12,Harpies,0%
3582,240,Orange Swan,Hex Q14,Pirates,54%
3583,177,Black Swan,Hex P5,Storm,0%
3583,177,Black Swan,Hex N4,Harpies,0%
3583,177,Black Swan,Hex J3,Pirates,25%
3584,344,Red Swan,Hex O5,Storm,25%
3584,344,Red Swan,Hex N5,Pirates,20%
3584,344,Red Swan,Hex M4,Reef,45%
3585,346,Black Heart,Hex K0,Storm,0%
3586,393,Silver Heart,Hex H2,Harpies,4%
3586,393,Silver Heart,Hex G4,Iceberg,20%
3588,391,Gray Pearl,Hex P8,Pirates,15%
3588,391,Gray Pearl,Hex P8,Reef,20%
3589,414,Bloody Heart,Hex S14,Kraken,30%
3589,414,Bloody Heart,Hex S13,Kraken,30%
3589,414,Bloody Heart,Hex R15,Pirates,35%
3590,249,Rusty Diamond,Hex L13,Kraken,7%
3590,249,Rusty Diamond,Hex I13,Sharks,0%
3591,386,Purple Bottom,Hex R13,Storm,25%
3591,386,Purple Bottom,Hex Q14,Sharks,5%
3592,216,White Goose,Hex H13,Pirates,0%
3592,216,White Goose,Hex H13,Harpies,0%
3592,216,White Goose,Hex I14,Pirates,0%
3592,216,White Goose,Hex N15,Sharks,4%
3592,216,White Goose,Hex O15,Sharks,4%
3593,410,Golden Hind,Hex J16,Pirates,30%
3593,410,Golden Hind,Hex J16,Storm,20%
3593,410,Golden Hind,Hex I14,Sharks,0%
3594,82,Green Tortoise,Hex O7,Reef,4%
3594,82,Green Tortoise,Hex N8,Reef,4%
3594,82,Green Tortoise,Hex L9,Reef,10%
3594,82,Green Tortoise,Hex J9,Pirates,14%
3594,82,Green Tortoise,Hex J9,Sharks,0%
3596,352,Silver Falcon,Hex N4,Pirates,0%
3596,352,Silver Falcon,Hex N4,Harpies,0%
3596,352,Silver Falcon,Hex M4,Reef,20%
3596,352,Silver Falcon,Hex L4,Reef,20%
3596,352,Silver Falcon,Hex J3,Iceberg,20%
3596,352,Silver Falcon,Hex J3,Sharks,4%
3597,267,White Pearl,Hex J6,Pirates,27%
3597,267,White Pearl,Hex J6,Sharks,0%
3597,267,White Pearl,Hex I7,Storm,7%
3599,327,Red Tortoise,Hex O15,Pirates,17%
3599,327,Red Tortoise,Hex N15,Pirates,0%
3599,327,Red Tortoise,Hex L15,Sharks,4%
3599,327,Red Tortoise,Hex L15,Storm,4%
3599,327,Red Tortoise,Hex N15,Sharks,4%
3599,327,Red Tortoise,Hex O15,Sharks,7%
3600,407,Mopey Goose,Hex Q14,Sharks,0%
3600,407,Mopey Goose,Hex P12,Sharks,4%
3600,407,Mopey Goose,Hex O10,Reef,4%
3600,407,Mopey Goose,Hex O11,Pirates,27%
3601,403,Purple Tortoise,Hex O14,Reef,85%
3602,405,Mopey Diamond,Hex P11,Pirates,35%
3602,405,Mopey Diamond,Hex P13,Storm,10%
3603,325,Gray Falcon,Hex G11,Pirates,7%
3603,325,Gray Falcon,Hex G11,Harpies,0%
3603,325,Gray Falcon,Hex G11,Sharks,0%
3603,325,Gray Falcon,Hex H6,Kraken,4%
3604,209,Bloody Bottom,Hex G12,Sharks,5%
3604,209,Bloody Bottom,Hex H6,Harpies,5%
3604,209,Bloody Bottom,Hex H6,Kraken,15%
3605,417,Scurvy Duck,Hex S4,Harpies,0%
3605,417,Scurvy Duck,Hex S4,Sharks,0%
3605,417,Scurvy Duck,Hex S3,Pirates,20%
3609,354,Rusty Pearl,Hex J6,Storm,7%
3609,354,Rusty Pearl,Hex J7,Wyrd Majick Fyre,20%
3609,354,Rusty Pearl,Hex J7,Sharks,7%
3609,354,Rusty Pearl,Hex K8,Wyrd Majick Fyre,7%
3610,346,Black Heart,Hex G4,Storm,0%
3612,288,Saucy Tortoise,Hex P10,Reef,35%
3612,288,Saucy Tortoise,Hex P9,Reef,20%
3613,416,Rusty Hind,Hex I11,Kraken,10%
3614,355,Purple Heart,Hex H10,Kraken,54%
3614,355,Purple Heart,Hex G9,Sharks,4%
3615,296,Bloody Falcon,Hex M14,Sharks,4%
3616,418,White Swan,Hex J14,Pirates,70%
3617,266,Saucy Bottom,Hex P7,Storm,35%
3617,266,Saucy Bottom,Hex P10,Sharks,5%
3618,314,Red Diamond,Hex I4,Pirates,7%
3618,314,Red Diamond,Hex I4,Sharks,0%
3618,314,Red Diamond,Hex H7,Dragon,4%
3618,314,Red Diamond,Hex H8,Pirates,0%
3618,314,Red Diamond,Hex H12,Harpies,0%
3619,250,Black Goose,Hex I4,Pirates,0%
3619,250,Black Goose,Hex K8,Wyrd Majick Fyre,4%
3619,250,Black Goose,Hex K8,Storm,17%
3619,250,Black Goose,Hex K9,Pirates,14%
3619,250,Black Goose,Hex N13,Reef,7%
3621,401,Golden Tortoise,Hex S16,Kraken,45%
3621,401,Golden Tortoise,Hex R16,Storm,0%
3623,367,Orange Duck,Hex O1,Harpies,0%
3623,367,Orange Duck,Hex P3,Iceberg,25%
3624,280,Mopey Hind,Hex J3,Harpies,10%
3624,280,Mopey Hind,Hex K2,Pirates,70%
3624,280,Mopey Hind,Hex J2,Sharks,10%
3626,341,Saucy Hind,Hex O14,Pirates,70%
3626,341,Saucy Hind,Hex M13,Sharks,0%
3626,341,Saucy Hind,Hex J13,Harpies,0%
3626,341,Saucy Hind,Hex J13,Kraken,7%
3627,264,Scurvy Goose,Hex Q13,Pirates,27%
3627,264,Scurvy Goose,Hex Q12,Harpies,10%
3627,264,Scurvy Goose,Hex P9,Sharks,0%
3628,368,Golden Diamond,Hex Q14,Sharks,0%
3628,368,Golden Diamond,Hex P8,Reef,4%
3629,389,Golden Bottom,Hex I14,Reef,5%
3629,389,Golden Bottom,Hex I14,Sharks,0%
3629,389,Golden Bottom,Hex I14,Storm,0%
3630,48,Scurvy Heart,Hex O7,Sharks,0%
3630,48,Scurvy Heart,Hex P6,Iceberg,20%
3631,411,Mopey Duck,Hex P6,Dragon,50%
3631,411,Mopey Duck,Hex N8,Sharks,5%
3631,411,Mopey Duck,Hex J9,Pirates,30%
3631,411,Mopey Duck,Hex H12,Sharks,0%
3632,397,Green Pearl,Hex P7,Harpies,0%
3632,397,Green Pearl,Hex P8,Reef,7%
3632,397,Green Pearl,Hex Q11,Kraken,10%
3632,397,Green Pearl,Hex Q12,Sharks,0%
3632,397,Green Pearl,Hex Q13,Sharks,0%
3632,397,Green Pearl,Hex Q13,Dragon,7%
3633,419,Bloody Diamond,Hex L6,Kraken,20%
3633,419,Bloody Diamond,Hex M6,Storm,5%
3633,419,Bloody Diamond,Hex P6,Pirates,45%
3634,41,Scurvy Tortoise,Hex G4,Reef,10%
3634,41,Scurvy Tortoise,Hex G6,Kraken,4%
3634,41,Scurvy Tortoise,Hex G6,Sharks,0%
3634,41,Scurvy Tortoise,Hex H6,Sharks,0%
3634,41,Scurvy Tortoise,Hex I4,Storm,34%
3635,344,Red Swan,Hex G4,Reef,10%
3635,344,Red Swan,Hex G5,Pirates,0%
3636,362,Orange Heart,Hex O14,Reef,15%
3636,362,Orange Heart,Hex N14,Harpies,10%
3636,362,Orange Heart,Hex L10,Pirates,55%
3636,362,Orange Heart,Hex L9,Reef,5%
