Voyage ID,Origin Port,Date,Planned Route,Ship ID,Ship Name,Ship Type,Captain Name,Weeks Since Last Voyage,Voyage Destination,Voyage Purpose,Damage Taken
3181,Hex P15,May 1413 Week 1,P15-Q14-Q13-R12-R11-R12-Q13-Q14-P15,147,White Tortoise,Galleon,Rick Reagan,18,Hex R11,Fishing,7%
3182,Hex P15,May 1413 Week 1,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-P7-Q6,167,Golden Diamond,Galleon,Bryan O'Neal,6,Hex Q6,Cargo: Blackwine,20%
3183,Hex P15,May 1413 Week 1,P15-Q14-P13-P12-O11-P10-P9-P8-P7-Q6,270,Saucy Hind,Dhow,Neil Flyn,13,Hex Q6,Cargo: Darkwood,15%
3184,Hex P15,May 1413 Week 1,P15-O15-N15-N14-M13-L13-K13-J13-I13-H13-G13,124,Red Tortoise,Barquentine,Angus O'Malley,16,Hex G13,Cargo: Darkwood,10%
3185,Hex G13,May 1413 Week 1,G13-H13-I13-J13-K14-L14-M14-N14-N15-O15-P15,283,White Bottom,Carrack,Rick Buchanan,5,Hex P15,Cargo: Redstone,17%
3186,Hex Q6,May 1413 Week 1,Q6-P7-Q8-P9-P10-O11-P12-P13-Q14-P15,191,Silver Hind,Dhow,Lord Friedrich von Schneider,5,Hex P15,Cargo: Scrolls,5%
3187,Hex Q6,May 1413 Week 1,Q6-P6-O7-N7-N8-M9-L9-L10-K11-K12-J12-I13-H13-G13,356,Red Duck,Galleon,Patrick Aubrey,8,Hex G13,Cargo: Scrolls,67%
3188,Hex Q6,May 1413 Week 1,Q6-P5-P4-O3-O2-N1-O2-O3-P4-P5-Q6,353,Purple Hind,Galleon,Kelly O'Neal,6,Hex N1,Scouting,64%
3189,Hex I3,May 1413 Week 1,I3-I2-H1-H0-G0-F0-F1-G1-H2-I2-I3,155,White Goose,Barquentine,Sir Adalbrecht von Konig,12,Hex F0,Scouting,20%
3190,Hex I3,May 1413 Week 1,I3-J3-K4-K5-L6-M6-L6-K5-J5-J4-I3,362,Scurvy Goose,Carrack,Ryan O'Brien,10008,Hex M6,Scouting,37%
3191,Hex P15,June 1413 Week 2,P15-P16-O16-N16-M16-M15-N15-O15-P15,369,Black Hind,Dhow,Baron Otto von Bismarck,10002,Hex M16,Fishing,5%
3192,Hex P15,June 1413 Week 2,P15-Q14-P13-P12-P11-P10-P9-Q8-P7-Q6,272,Saucy Heart,Galleon,Erin Teague,7,Hex Q6,Cargo: Darkwood,14%
3193,Hex P15,June 1413 Week 2,P15-O15-N15-M15-L15-L14-M14-N14-N15-O15-P15,349,Golden Tortoise,Galleon,Sir Rudolf von Schneider,9,Hex L14,Fishing,14%
3194,Hex G13,June 1413 Week 2,G13-H12-G11-H10-G9-G8-G7-H6-H5-I4-I3,330,Purple Heart,Barquentine,Sean Reagan,7,Hex I3,Cargo: Redstone,45%
3195,Hex G13,June 1413 Week 2,G13-H13-I14-J14-J15-K15-L15-M15-N15-O15-P15,332,White Hind,Barquentine,Lord Emerich von Alfeldt,5,Hex P15,Cargo: Magefruit,70%
3196,Hex G13,June 1413 Week 2,G13-F13-F14-E14-D15-C15-D15-E14-E13-F13-G13,276,Mopey Hind,Barquentine,Bryan O'Brien,7,Hex C15,Scouting,0%
3197,Hex Q6,June 1413 Week 2,Q6-P6-O6-N7-N8-M9-L9-L10-K11-K12-J12-I13-H13-G13,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,4,Hex G13,Cargo: Scrolls,35%
3198,Hex I3,June 1413 Week 2,I3-J4-J5-J6-I7-I8-H9-H10-H11-H12-G13,357,Mopey Goose,Galleon,Bryan Blake,14,Hex G13,Cargo: Darkwood,0%
3199,Hex I3,June 1413 Week 2,I3-J3-K3-L4-L5-M6-N6-O6-P6-Q6,141,Orange Duck,Galleon,Jack Bracken,10,Hex Q6,Cargo: Mythril,74%
3200,Hex P15,June 1413 Week 3,P15-O15-O14-N14-M13-M12-M13-N14-O14-O15-P15,371,Golden Swan,Barquentine,Jack Hogan,10001,Hex M12,Scouting,0%
3201,Hex G13,June 1413 Week 3,G13-H12-H11-I10-I9-I8-I7-I6-H5-I4-I3,310,Silver Heart,Barquentine,Ryan Cullen,7,Hex I3,Cargo: Redstone,30%
3202,Hex G13,June 1413 Week 3,G13-G12-G11-G10-G9-G8-F9-F10-F11-G12-G13,46,Silver Bottom,Barquentine,Neil Keating,4,Hex G8,Scouting,10%
3203,Hex G13,June 1413 Week 3,G13-H13-I13-J13-I13-H13-G13,309,Gray Heart,Dhow,Killian Teague,14,Hex J13,Fishing,0%
3204,Hex G13,June 1413 Week 3,G13-H13-I14-J14-K14-L14-L15-M15-N15-O15-P15,363,Rusty Duck,Carrack,Sir Wolfgang von Alfeldt,5,Hex P15,Cargo: Redstone,0%
3205,Hex Q6,June 1413 Week 3,Q6-P5-Q4-Q3-R2-Q3-R4-Q5-Q6,354,Red Diamond,Carrack,Lord Adalbrecht von Alfeldt,9,Hex R2,Fishing,80%
3206,Hex Q6,June 1413 Week 3,Q6-P6-O5-O4-O5-P6-Q6,340,Mopey Bottom,Dhow,Killian MacDougal,9,Hex O4,Fishing,30%
3207,Hex Q6,June 1413 Week 3,Q6-Q7-Q8-P9-P10-O11-P12-P13-Q14-P15,174,Bloody Goose,Barquentine,Count Karl von Schonbern,4,Hex P15,Cargo: Magefruit,70%
3208,Hex Q6,June 1413 Week 3,Q6-P6-O6-N6-M6-L6-K5-K4-J4-I3,260,Gray Duck,Galleon,Lord Schaeffer von Grolman,4,Hex I3,Cargo: Magefruit,77%
3209,Hex I3,June 1413 Week 3,I3-J2-J1-J0-I1-J2-I3,230,Saucy Swan,Dhow,Fergus O'Connell,16,Hex J0,Fishing,30%
3210,Hex I3,June 1413 Week 3,I3-J4-I5-J6-J7-K8-K7-K6-J5-J4-I3,280,Purple Pearl,Carrack,Baron Gerhart von Konig,10,Hex K8,Fishing,0%
3211,Hex I3,June 1413 Week 3,I3-J4-J5-J6-I7-I6-I5-I4-I3,361,Bloody Bottom,Dhow,Jack O'Brien,5,Hex I7,Scouting,60%
3212,Hex P15,June 1413 Week 4,P15-O15-N15-M15-L15-K15-K14-J14-I13-H13-G13,247,White Heart,Galleon,Sir Karl von Bismarck,4,Hex G13,Cargo: Darkwood,10%
3213,Hex P15,June 1413 Week 4,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-Q7-Q6,343,Mopey Duck,Barquentine,Brandon O'Malley,8,Hex Q6,Cargo: Blackwine,70%
3214,Hex G13,June 1413 Week 4,G13-H12-I12-J12-K12-J12-I13-H13-G13,249,Orange Falcon,Galleon,Killian Aubrey,4,Hex K12,Fishing,30%
3215,Hex G13,June 1413 Week 4,G13-G12-F11-G10-F9-G8-G7-H6-H5-I4-I3,48,Purple Falcon,Galleon,Jack Flyn,4,Hex I3,Cargo: Magefruit,Destroyed
3216,Hex Q6,June 1413 Week 4,Q6-Q5-R5-S5-R5-Q5-Q6,20,Golden Hind,Dhow,Conor Hogan,6,Hex S5,Fishing,45%
3217,Hex I3,June 1413 Week 4,I3-I2-H1-H0-H1-I2-I3,366,Scurvy Heart,Dhow,Lord Siegfried von Bismarck,10009,Hex H0,Fishing,10%
3218,Hex I3,June 1413 Week 4,I3-I4-I5-I6-I7-I8-H9-I10-H11-H12-G13,203,Black Tortoise,Carrack,Erin Darry,5,Hex G13,Cargo: Mythril,Destroyed
3219,Hex I3,June 1413 Week 4,I3-I4-H4-G4-F4-G4-H4-I4-I3,312,Black Falcon,Barquentine,Ryan Malone,7,Hex F4,Scouting,20%
3220,Hex I3,June 1413 Week 4,I3-J4-J5-K6-L6-M6-N6-O6-P6-Q6,345,Bloody Pearl,Barquentine,Ryan Hogan,12,Hex Q6,Cargo: Darkwood,60%
3221,Hex P15,June 1413 Week 1,P15-O15-O14-N13-O14-O15-P15,315,Orange Heart,Dhow,Rick O'Connell,5,Hex N13,Fishing,0%
3222,Hex P15,June 1413 Week 1,P15-O15-O14-N13-N12-N11-O11-P12-P13-Q14-P15,227,Orange Swan,Galleon,Neil O'Connell,15,Hex N11,Scouting,7%
3223,Hex P15,June 1413 Week 1,P15-O15-O16-N16-N15-O15-P15,324,Rusty Bottom,Dhow,Baron Siegfried von Alfeldt,8,Hex N16,Fishing,0%
3224,Hex P15,June 1413 Week 1,P15-Q15-R14-R13-S12-S11-R11-R12-Q13-Q14-P15,241,Red Falcon,Galleon,Seamus Hogan,9,Hex S11,Scouting,97%
3225,Hex G13,June 1413 Week 1,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,250,Saucy Falcon,Barquentine,Angus MacDougal,7,Hex P15,Cargo: Magefruit,15%
3226,Hex Q6,June 1413 Week 1,Q6-P6-O5-O4-N4-M4-L4-K4-J4-I3,359,White Duck,Barquentine,Rick Blake,5,Hex I3,Cargo: Scrolls,40%
3227,Hex Q6,June 1413 Week 1,Q6-P6-O6-N6-M5-L5-K5-K4-J3-I3,270,Saucy Hind,Dhow,Neil Flyn,4,Hex I3,Cargo: Magefruit,70%
3228,Hex Q6,June 1413 Week 1,Q6-P6-O7-N7-N8-M9-L9-L10-K11-J11-J12-I12-H12-G13,252,Silver Diamond,Carrack,Kelly Aubrey,5,Hex G13,Cargo: Scrolls,67%
3229,Hex Q6,June 1413 Week 1,Q6-P7-Q8-Q9-R10-S10-R10-Q9-Q8-Q7-Q6,344,Orange Goose,Carrack,Bryan O'Brien,8,Hex S10,Scouting,7%
3230,Hex I3,June 1413 Week 1,I3-I2-H1-G1-F1-G2-H2-I2-I3,169,Bloody Heart,Galleon,Brandon MacDougal,7,Hex F1,Scouting,70%
3231,Hex I3,June 1413 Week 1,I3-J4-J5-J6-I7-I8-I9-I10-H11-H12-G13,365,Gray Diamond,Carrack,Fergus Darry,10,Hex G13,Cargo: Mythril,10%
3232,Hex P15,July 1413 Week 2,P15-Q14-P13-Q12-Q11-Q10-P9-Q8-Q7-Q6,58,Green Duck,Galleon,Bryan Buchanan,6,Hex Q6,Cargo: Darkwood,20%
3233,Hex P15,July 1413 Week 2,P15-O15-O14-N14-M13-L13-K13-J13-I13-H13-G13,283,White Bottom,Carrack,Rick Buchanan,5,Hex G13,Cargo: Darkwood,54%
3234,Hex P15,July 1413 Week 2,P15-O15-N15-N14-O14-O15-P15,191,Silver Hind,Dhow,Lord Friedrich von Schneider,5,Hex N14,Fishing,30%
3235,Hex P15,July 1413 Week 2,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-Q7-Q6,331,Rusty Pearl,Dhow,Lord Gerhart von Bismarck,11,Hex Q6,Cargo: Darkwood,10%
3236,Hex G13,July 1413 Week 2,G13-H12-H11-I10-H9-I8-I7-I6-I5-I4-I3,276,Mopey Hind,Barquentine,Bryan O'Brien,4,Hex I3,Cargo: Redstone,10%
3237,Hex G13,July 1413 Week 2,G13-G12-F11-E11-E10-D9-E9-F10-F11-G12-G13,357,Mopey Goose,Galleon,Bryan Blake,4,Hex D9,Fishing,17%
3238,Hex Q6,July 1413 Week 2,Q6-P5-P4-O4-N4-M4-L4-K3-J3-I3,337,Bloody Hind,Barquentine,Jack Darry,6,Hex I3,Cargo: Scrolls,80%
3239,Hex Q6,July 1413 Week 2,Q6-P7-O7-N7-N8-N7-O7-P7-Q6,272,Saucy Heart,Galleon,Erin Teague,4,Hex N8,Fishing,44%
3241,Hex Q6,July 1413 Week 2,Q6-P5-P4-O4-N4-M4-L4-K4-J4-I3,141,Orange Duck,Galleon,Jack Bracken,4,Hex I3,Cargo: Magefruit,Destroyed
3242,Hex I3,July 1413 Week 2,I3-J4-J5-J6-J7-K8-J7-K6-J5-J4-I3,297,Green Goose,Galleon,Brandon Teague,11,Hex K8,Fishing,17%
3243,Hex I3,July 1413 Week 2,I3-J4-J5-K6-L6-M6-N6-O6-P6-Q6,373,Black Bottom,Dhow,Count Otto von Glucksberg,10000,Hex Q6,Cargo: Darkwood,0%
3244,Hex I3,July 1413 Week 2,I3-J4-K4-K5-L5-M5-N5-O6-P6-Q6,251,Red Pearl,Carrack,Bryan MacArthur,7,Hex Q6,Cargo: Darkwood,0%
3245,Hex P15,July 1413 Week 3,P15-O15-N15-M15-M14-L13-K13-J13-I13-H13-G13,349,Golden Tortoise,Galleon,Sir Rudolf von Schneider,5,Hex G13,Cargo: Blackwine,17%
3246,Hex P15,July 1413 Week 3,P15-Q14-Q13-R12-Q13-Q14-P15,369,Black Hind,Dhow,Baron Otto von Bismarck,5,Hex R12,Fishing,90%
3247,Hex P15,July 1413 Week 3,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,174,Bloody Goose,Barquentine,Count Karl von Schonbern,4,Hex G13,Cargo: Darkwood,65%
3248,Hex P15,July 1413 Week 3,P15-Q15-R15-S15-R15-Q15-P15,150,Scurvy Hind,Dhow,Kelly Keating,14,Hex S15,Fishing,30%
3249,Hex G13,July 1413 Week 3,G13-F13-E13-D13-E13-F13-G13,309,Gray Heart,Dhow,Killian Teague,4,Hex D13,Fishing,0%
3250,Hex Q6,July 1413 Week 3,Q6-P6-O5-O4-N4-M4-L4-K4-J4-I3,167,Golden Diamond,Galleon,Bryan O'Neal,6,Hex I3,Cargo: Scrolls,20%
3251,Hex Q6,July 1413 Week 3,Q6-P6-O6-N6-M6-L6-M6-N6-O6-P6-Q6,347,Green Diamond,Barquentine,Conor Buchanan,10,Hex L6,Scouting,50%
3252,Hex Q6,July 1413 Week 3,Q6-Q7-Q8-Q9-R10-Q11-Q12-Q13-Q14-P15,340,Mopey Bottom,Dhow,Killian MacDougal,4,Hex P15,Cargo: Scrolls,45%
3253,Hex Q6,July 1413 Week 3,Q6-P5-P4-O4-N4-M4-L4-K4-J4-I3,353,Purple Hind,Galleon,Kelly O'Neal,6,Hex I3,Cargo: Scrolls,67%
3254,Hex I3,July 1413 Week 3,I3-I4-I5-I6-I7-J6-I5-I4-I3,281,Rusty Hind,Carrack,Erin Callahan,11,Hex I7,Scouting,47%
3255,Hex I3,July 1413 Week 3,I3-I4-H5-H6-H5-I4-I3,361,Bloody Bottom,Dhow,Jack O'Brien,4,Hex H6,Fishing,20%
3256,Hex P15,July 1413 Week 4,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-P7-Q6,371,Golden Swan,Barquentine,Jack Hogan,5,Hex Q6,Cargo: Darkwood,45%
3257,Hex G13,July 1413 Week 4,G13-G12-F11-G10-G9-G8-G7-H6-H5-I4-I3,247,White Heart,Galleon,Sir Karl von Bismarck,4,Hex I3,Cargo: Magefruit,20%
3258,Hex G13,July 1413 Week 4,G13-H12-H11-I11-J11-K10-L10-L9-M8-N8-N7-O6-P6-Q6,351,Green Swan,Barquentine,Jack O'Neal,8,Hex Q6,Cargo: Redstone,5%
3259,Hex G13,July 1413 Week 4,G13-H13-I13-J13-K14-L14-L15-M15-N15-O15-P15,124,Red Tortoise,Barquentine,Angus O'Malley,7,Hex P15,Cargo: Redstone,50%
3260,Hex Q6,July 1413 Week 4,Q6-P5-O5-O4-N4-M4-L4-K3-J3-I3,354,Red Diamond,Carrack,Lord Adalbrecht von Alfeldt,5,Hex I3,Cargo: Scrolls,57%
3261,Hex Q6,July 1413 Week 4,Q6-P7-O7-N7-N8-N7-O6-P6-Q6,20,Golden Hind,Dhow,Conor Hogan,4,Hex N8,Fishing,5%
3262,Hex Q6,July 1413 Week 4,Q6-P7-P8-P9-Q10-P11-Q12-Q13-Q14-P15,345,Bloody Pearl,Barquentine,Ryan Hogan,4,Hex P15,Cargo: Magefruit,65%
3263,Hex Q6,July 1413 Week 4,Q6-Q5-R5-S6-R5-Q5-Q6,251,Red Pearl,Carrack,Bryan MacArthur,2,Hex S6,Fishing,4%
3264,Hex I3,July 1413 Week 4,I3-J4-J5-K5-L6-M6-N6-O6-P6-Q6,312,Black Falcon,Barquentine,Ryan Malone,4,Hex Q6,Cargo: Darkwood,40%
3265,Hex I3,July 1413 Week 4,I3-I4-H5-H6-G7-G8-G7-H6-H5-I4-I3,307,Purple Diamond,Galleon,Conor Buchanan,9,Hex G8,Fishing,4%
3266,Hex I3,July 1413 Week 4,I3-J4-I5-J6-J7-K8-K9-L10-L11-M11-N12-N13-O14-O15-P15,184,Gray Hind,Carrack,Killian MacDougal,10,Hex P15,Cargo: Mythril,57%
3267,Hex I3,July 1413 Week 4,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,265,Orange Tortoise,Barquentine,Angus O'Neal,14,Hex Q6,Transfer,0%
3268,Hex P15,July 1413 Week 1,P15-Q15-R15-S15-R15-Q15-P15,324,Rusty Bottom,Dhow,Baron Siegfried von Alfeldt,4,Hex S15,Fishing,0%
3269,Hex P15,July 1413 Week 1,P15-Q14-P13-P12-O12-N11-N10-M9-M8-L8-K7-K6-J5-J4-I3,241,Red Falcon,Galleon,Seamus Hogan,4,Hex I3,Cargo: Blackwine,Destroyed
3270,Hex P15,July 1413 Week 1,P15-O15-O14-N14-M13-M12-L11-L10-L9-L8-K7-K6-J5-J4-I3,147,White Tortoise,Galleon,Rick Reagan,8,Hex I3,Cargo: Blackwine,30%
3271,Hex P15,July 1413 Week 1,P15-Q14-Q13-R12-R11-R10-R11-R12-Q13-Q14-P15,332,White Hind,Barquentine,Lord Emerich von Alfeldt,7,Hex R10,Fishing,75%
3272,Hex G13,July 1413 Week 1,G13-H13-I13-J14-J15-K15-L15-M15-N15-O15-P15,365,Gray Diamond,Carrack,Fergus Darry,4,Hex P15,Cargo: Redstone,20%
3273,Hex Q6,July 1413 Week 1,Q6-P7-P8-P9-P10-P11-P12-P13-Q14-P15,263,Green Heart,Carrack,Count Ulbrecht von Kaulbach,12,Hex P15,Cargo: Magefruit,27%
3274,Hex Q6,July 1413 Week 1,Q6-P5-Q4-Q3-R2-R1-S2-R3-R4-Q5-Q6,343,Mopey Duck,Barquentine,Brandon O'Malley,5,Hex R1,Fishing,45%
3275,Hex Q6,July 1413 Week 1,Q6-P7-Q8-Q9-R10-R11-R12-Q13-Q14-P15,344,Orange Goose,Carrack,Bryan O'Brien,4,Hex P15,Cargo: Magefruit,20%
3277,Hex I3,July 1413 Week 1,I3-I4-H5-G5-G6-G5-H5-I4-I3,359,White Duck,Barquentine,Rick Blake,4,Hex G6,Fishing,25%
3278,Hex P15,August 1413 Week 2,P15-O15-N15-N14-M14-L13-K13-J13-I13-H13-G13,363,Rusty Duck,Carrack,Sir Wolfgang von Alfeldt,7,Hex G13,Cargo: Darkwood,74%
3279,Hex P15,August 1413 Week 2,P15-O15-O14-N14-M13-L13-K13-J13-I13-H13-G13,227,Orange Swan,Galleon,Neil O'Connell,5,Hex G13,Cargo: Blackwine,20%
3280,Hex P15,August 1413 Week 2,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,372,Bloody Swan,Barquentine,Baron Adalbrecht von Chlodwig,10004,Hex G13,Cargo: Darkwood,20%
3281,Hex P15,August 1413 Week 2,P15-Q14-Q13-Q12-P11-P10-P9-Q8-P7-Q6,315,Orange Heart,Dhow,Rick O'Connell,5,Hex Q6,Transfer,60%
3282,Hex G13,August 1413 Week 2,G13-H12-H11-I11-J10-J9-K8-L8-L7-M6-N6-O6-P6-Q6,367,Orange Hind,Barquentine,Bryan Callahan,13,Hex Q6,Cargo: Redstone,15%
3283,Hex G13,August 1413 Week 2,G13-G12-F11-F10-F9-G8-G7-H6-H5-I4-I3,252,Silver Diamond,Carrack,Kelly Aubrey,5,Hex I3,Cargo: Redstone,Destroyed
3284,Hex G13,August 1413 Week 2,G13-F13-E13-D13-C13-C14-C13-D13-E13-F13-G13,142,Gray Pearl,Barquentine,Baron Emerich von Schneider,8,Hex C14,Scouting,5%
3285,Hex Q6,August 1413 Week 2,Q6-P5-P4-O3-O2-N1-O2-O3-P4-P5-Q6,58,Green Duck,Galleon,Bryan Buchanan,4,Hex N1,Scouting,7%
3286,Hex Q6,August 1413 Week 2,Q6-P6-O5-N5-N4-M4-L4-K4-J3-I3,272,Saucy Heart,Galleon,Erin Teague,4,Hex I3,Cargo: Scrolls,24%
3287,Hex I3,August 1413 Week 2,I3-I4-H4-G4-H4-I4-I3,222,Rusty Swan,Dhow,Baron Schaeffer von Lundorf,15,Hex G4,Fishing,0%
3288,Hex I3,August 1413 Week 2,I3-J3-K3-L4-L5-M6-L6-K5-K4-J4-I3,330,Purple Heart,Barquentine,Sean Reagan,8,Hex M6,Fishing,0%
3289,Hex I3,August 1413 Week 2,I3-J3-K4-K5-L6-M6-N6-O6-P6-Q6,366,Scurvy Heart,Dhow,Lord Siegfried von Bismarck,6,Hex Q6,Transfer,Destroyed
3290,Hex P15,August 1413 Week 3,P15-O15-N15-M15-M14-L13-M14-M15-N15-O15-P15,336,Silver Swan,Carrack,Fergus MacArthur,24,Hex L13,Fishing,0%
3291,Hex P15,August 1413 Week 3,P15-O15-O14-N14-M14-L14-M14-M15-N15-O15-P15,370,Black Heart,Carrack,Sean O'Connell,10010,Hex L14,Fishing,14%
3292,Hex P15,August 1413 Week 3,P15-Q14-Q13-R12-Q11-Q10-P9-Q8-P7-Q6,191,Silver Hind,Dhow,Lord Friedrich von Schneider,5,Hex Q6,Cargo: Blackwine,60%
3293,Hex G13,August 1413 Week 3,G13-H13-I13-J14-I14-H13-G13,237,Mopey Swan,Dhow,Killian Malone,30,Hex J14,Fishing,5%
3294,Hex G13,August 1413 Week 3,G13-H12-H11-H10-H9-I8-H7-I6-H5-I4-I3,349,Golden Tortoise,Galleon,Sir Rudolf von Schneider,4,Hex I3,Cargo: Redstone,54%
3295,Hex G13,August 1413 Week 3,G13-H12-I12-J12-I12-H13-G13,333,Purple Duck,Dhow,Patrick Cullen,17,Hex J12,Fishing,75%
3296,Hex Q6,August 1413 Week 3,Q6-P5-P4-O3-P4-P5-Q6,373,Black Bottom,Dhow,Count Otto von Glucksberg,5,Hex O3,Fishing,10%
3297,Hex Q6,August 1413 Week 3,Q6-P7-Q8-Q9-Q10-P9-Q8-Q7-Q6,331,Rusty Pearl,Dhow,Lord Gerhart von Bismarck,5,Hex Q10,Fishing,0%
3298,Hex Q6,August 1413 Week 3,Q6-P7-Q8-P9-P10-O11-P12-P13-Q14-P15,347,Green Diamond,Barquentine,Conor Buchanan,4,Hex P15,Cargo: Magefruit,25%
3299,Hex I3,August 1413 Week 3,I3-J2-J1-K0-J1-J2-I3,361,Bloody Bottom,Dhow,Jack O'Brien,4,Hex K0,Fishing,Destroyed
3300,Hex I3,August 1413 Week 3,I3-J3-K4-L4-L5-M5-N6-O6-P6-Q6,364,Mopey Pearl,Galleon,Patrick Buchanan,14,Hex Q6,Cargo: Mythril,64%
3301,Hex I3,August 1413 Week 3,I3-J4-K4-L4-M4-N4-M4-L4-K4-J3-I3,155,White Goose,Barquentine,Sir Adalbrecht von Konig,10,Hex N4,Scouting,10%
3302,Hex I3,August 1413 Week 3,I3-J4-K4-L4-M4-N4-N5-O6-P6-Q6,270,Saucy Hind,Dhow,Neil Flyn,6,Hex Q6,Cargo: Mythril,15%
3303,Hex I3,August 1413 Week 3,I3-J3-K3-L4-L5-M6-N6-O6-P6-Q6,362,Scurvy Goose,Carrack,Ryan O'Brien,10,Hex Q6,Transfer,74%
3304,Hex P15,August 1413 Week 4,P15-O15-N15-M15-L15-K15-L15-M15-N15-O15-P15,345,Bloody Pearl,Barquentine,Ryan Hogan,4,Hex K15,Fishing,30%
3305,Hex P15,August 1413 Week 4,P15-Q14-Q13-R12-Q11-R10-Q9-Q8-P7-Q6,311,White Diamond,Galleon,Conall Teague,18,Hex Q6,Cargo: Blackwine,20%
3306,Hex P15,August 1413 Week 4,P15-O15-O14-N14-M14-L13-K13-J13-I13-H13-G13,274,Saucy Tortoise,Carrack,Erin Bracken,12,Hex G13,Cargo: Blackwine,84%
3307,Hex P15,August 1413 Week 4,P15-Q14-Q13-Q12-Q11-Q10-P9-Q8-Q7-Q6,369,Black Hind,Dhow,Baron Otto von Bismarck,5,Hex Q6,Cargo: Blackwine,Destroyed
3308,Hex G13,August 1413 Week 4,G13-G14-F14-E14-E13-F13-G13,220,Scurvy Pearl,Dhow,Ryan O'Malley,26,Hex E14,Fishing,20%
3309,Hex G13,August 1413 Week 4,G13-G12-G11-G10-F9-G8-G7-H6-H5-I4-I3,46,Silver Bottom,Barquentine,Neil Keating,9,Hex I3,Cargo: Magefruit,35%
3310,Hex G13,August 1413 Week 4,G13-H13-I14-I15-J16-I15-I14-H13-G13,356,Red Duck,Galleon,Patrick Aubrey,11,Hex J16,Scouting,20%
3311,Hex Q6,August 1413 Week 4,Q6-P6-O5-O4-N4-M4-L4-K4-J4-I3,371,Golden Swan,Barquentine,Jack Hogan,4,Hex I3,Cargo: Magefruit,10%
3312,Hex Q6,August 1413 Week 4,Q6-P6-O5-N5-M5-M4-L4-K3-J3-I3,251,Red Pearl,Carrack,Bryan MacArthur,4,Hex I3,Cargo: Magefruit,24%
3313,Hex Q6,August 1413 Week 4,Q6-Q5-R4-R3-R4-Q5-Q6,20,Golden Hind,Dhow,Conor Hogan,4,Hex R3,Fishing,0%
3314,Hex I3,August 1413 Week 4,I3-J4-K4-K5-L5-M5-N6-O6-P6-Q6,230,Saucy Swan,Dhow,Fergus O'Connell,9,Hex Q6,Cargo: Mythril,0%
3315,Hex P15,August 1413 Week 1,P15-O15-N15-N14-M13-L13-K13-J13-I13-H13-G13,250,Saucy Falcon,Barquentine,Angus MacDougal,8,Hex G13,Cargo: Darkwood,45%
3316,Hex P15,August 1413 Week 1,P15-Q14-P13-Q12-Q11-R10-Q9-Q8-P7-Q6,263,Green Heart,Carrack,Count Ulbrecht von Kaulbach,4,Hex Q6,Cargo: Darkwood,4%
3317,Hex G13,August 1413 Week 1,G13-G12-F11-E11-E10-F10-F11-G12-G13,379,Purple Swan,Carrack,Angus Sweeney,9999,Hex E10,Scouting,54%
3318,Hex G13,August 1413 Week 1,G13-G12-G11-H10-H9-I8-I7-I6-H5-I4-I3,249,Orange Falcon,Galleon,Killian Aubrey,9,Hex I3,Cargo: Redstone,14%
3319,Hex Q6,August 1413 Week 1,Q6-Q5-Q4-P3-Q4-P5-Q6,315,Orange Heart,Dhow,Rick O'Connell,3,Hex P3,Fishing,60%
3320,Hex Q6,August 1413 Week 1,Q6-Q7-Q8-P9-Q10-Q11-R12-Q13-Q14-P15,312,Black Falcon,Barquentine,Ryan Malone,5,Hex P15,Cargo: Magefruit,0%
3321,Hex Q6,August 1413 Week 1,Q6-P6-O5-N5-N4-M4-L4-K4-J3-I3,343,Mopey Duck,Barquentine,Brandon O'Malley,4,Hex I3,Cargo: Magefruit,25%
3322,Hex Q6,August 1413 Week 1,Q6-P5-P4-O3-O2-N1-O2-O3-P4-P5-Q6,265,Orange Tortoise,Barquentine,Angus O'Neal,5,Hex N1,Scouting,25%
3323,Hex I3,August 1413 Week 1,I3-J4-K4-K5-L6-M6-N6-O6-P6-Q6,276,Mopey Hind,Barquentine,Bryan O'Brien,7,Hex Q6,Cargo: Mythril,15%
3324,Hex P15,September 1413 Week 2,P15-O15-O14-N13-N12-M11-N12-N13-O14-O15-P15,368,Silver Tortoise,Barquentine,Patrick Flyn,10017,Hex M11,Scouting,10%
3325,Hex P15,September 1413 Week 2,P15-O15-O14-N13-M13-L13-K13-J13-I13-H13-G13,377,Saucy Pearl,Barquentine,Killian Cullen,10002,Hex G13,Cargo: Darkwood,10%
3326,Hex P15,September 1413 Week 2,P15-O15-N15-N14-N15-O15-P15,318,Red Heart,Dhow,Baron Wilhelm von Grolman,20,Hex N14,Fishing,0%
3327,Hex G13,September 1413 Week 2,G13-G12-G11-H10-H9-H8-G7-H6-H5-I4-I3,227,Orange Swan,Galleon,Neil O'Connell,4,Hex I3,Cargo: Redstone,67%
